308,7,1,1,2,3,14,7,18,1,14,1,2,6,34,1,2,14,3,6,1,3,6,14,21,1,2,1,9,2,2,18,1,1,42,7,1,21,6,2,1,1,126,2,9,1,2,1,153,2,7,1,17,2,102,9,1,17,14,6,2,2,9,1,2,9,1,6,306,63,18,2,6,1,2,2,1,2,2,1,2,9,2,1,102,7,1,2,1,6,1,2,18,2,1,9,1,3,1,9,1,2,1,2,51,1,3,6,2,2,2,2,7,2,6,3,7,6,2,1,14,9,1,2,42,6,2,3,2,126,34,14,2,3,2,2,14,3,1,3,2,9,2,18,3,2,2,1,2,9,3,1,2,9,1,1,3,1,14,2,63,2,18,2,6,21,2,1,14,18,6,2,3,2,63,1,2,1,14,1,18,2,2,17,7,6,1,1,6,2,1,2,9,1,1,2,2,3,1,2,3,7,1,1,2,6,2,1,3,102,2,6,3,34,1,3,357,9,1,3,1,63,1
334,3,1,1,2,1,2,1,14,1,6,1,102,2,14,1,2,2,1,2,17,1,14,18,1,1,2,3,1,18,6,14,9,1,2,1,3,1,2,18,1,9,2,2,1,1,2,3,1,6,9,1,7,6,2,1,1,3,18,2,2,6,1,9,6,1,21,2,14,17,2,2,2,63,2,6,9,18,2,9,6,1,2,3,2,9,3,6,7,2,63,2,2,42,1,1,3,17,9,1,3,2,1,6,1,1,1,2,2,2,6,2,1,6,2,17,3,2,2,3,6,1,3,14,2,2,6,1,2,2,6,6,6,7,2,2,6,1,7,1,2,1,2,2,1,18,2,1,126,1,1,1,6,1,3,1,1,3,2,14,1,2,2,6,2,1,42,1,6,2,2,2,1,2,1,1,2,3,6,3,2,6,2,3,3,2,1,9,2,6,9,18,1,1,9,6,2,1,1,18,1,1,9,1,2,2,6,1,1,14,6,2,1,2,3,1,1,1,3,7,1,1,3
354,1,3,3,6,1,18,3,2,9,2,21,14,2,18,3,6,6,7,2,21,1,2,2,1,9,6,1,1,2,2,2,1,3,2,9,7,1,34,14,3,1,2,42,1,3,102,1,1,14,1,9,3,14,2,7,3,7,2,14,6,2,1,1,2,1,1,2,2,1,2,6,2,1,306,2,1,14,18,1,2,1,6,1,2,1,1,2,3,2,1,6,2,34,153,1,7,1,1,1,1,6,9,2,1,21,17,2,6,18,2,42,3,2,2,1,1,2,714,7,2,1,1,6,2,2,2,1,18,2,2,34,14,1,6,126,2,1,3,1,6,7,6,2,7,2,18,21,2,1,1,3,2,1,1,9,1,1,18,6,1,18,2,14,238,1,2,9,2,14,2,126,1,6,1,9,42,1,2,1,2,2,6,1,1,2,3,1,2,34,1,2,1,51,1,2,6,7,3,2,1,9,1,3,6,2,2,9,1,2,2,2,1,42,7,1,1,1,1,17,9,1,1
378,7,9,3,6,1,42,21,2,3,14,51,2,2,6,3,18,42,1,2,3,1,2,14,7,3,6,1,1,2,2,2,1,9,14,21,1,7,2,2,51,1,14,6,1,3,6,1,1,2,7,3,9,2,2,1,3,1,14,2,18,2,1,1,2,1,1,2,2,7,2,6,2,1,6,2,17,2,6,1,2,1,18,1,2,7,1,2,9,2,1,18,2,2,3,1,1,1,1,1,1,18,3,2,1,3,1,2,18,6,2,6,63,2,2,1,7,34,6,17,14,1,1,6,14,2,2,1,6,14,2,14,2,1,18,6,14,1,9,1,6,1,306,2,17,2,6,9,2,1,1,9,2,17,1,3,1,1,42,6,7,6,2,2,2,7,2,3,14,2,2,6,17,18,7,3,18,1,14,1,2,2,6,1,7,34,9,1,2,2,1,2,1,3,1,34,18,1,9,2,1,21,1,3,6,34,2,3,1,2,2,2,1,6,1,1,7,1,1,1,3,7,1
386,1,1,7,2,3,2,1,6,1,2,1,2,126,2,7,14,2,9,6,1,9,18,2,9,7,14,1,51,34,14,6,7,1,6,1,17,9,18,2,1,1,6,2,3,1,14,1,3,2,1,1,1,2,126,3,7,1,2,6,14,2,3,1,2,3,17,6,6,3,6,2,126,1,2,2,1,2,2,1,2,3,2,17,6,1,1,14,1,126,1,14,102,2,7,3,1,63,1,3,7,2,1,238,21,17,9,126,14,34,2,2,1,2,126,3,1,42,2,1,2,3,7,2,18,6,14,3,2,6,2,2,2,9,2,34,2,21,1,9,2,3,14,6,9,14,2,1,2,3,9,1,2,21,1,7,3,1,2,2,3,14,6,2,6,9,2,7,2,6,6,2,9,2,3,1,2,1,2,1,42,2,2,1,1,126,1,1,714,2,1,14,3,1,1,2,2,3,7,2,9,1,1,1,14,6,14,17,9,18,2,18,3,2,1,63,3,3,7,9,1,3,17
417,2,102,6,3,2,9,6,1,306,1,42,7,1,9,6,51,3,238,1,42,2,1,1,2,18,3,2,2,1,1,1,2,6,1,18,14,2,1,7,6,2,17,21,2,6,3,2,2,7,2,18,6,7,1,14,102,14,1,119,3,1,2,2,1,2,2,1,1,2,1,3,17,2,9,1,2,7,9,2,1,2,3,2,1,2,2,1,6,1,2,3,1,1,18,2,14,2,2,2,2,3,18,1,2,42,2,1,3,9,1,21,6,1,1,2,2,1,21,14,1,2,2,3,1,1,1,2,9,1,1,1,7,2,3,63,1,2,6,2,3,14,3,1,14,1,9,42,1,2,2,6,1,2,2,18,2,2,9,3,34,9,1,7,7,2,1,18,1,7,1,63,2,3,2,306,21,2,1,2,1,1,3,2,2,1,6,2,1,1,2,17,2,6,2,1,3,14,6,1,2,18,2,6,3,1,1,18,2,1,1,1,2,21,238,2,2,2,2,2,18,2,2
423,2,18,102,21,14,3,6,1,6,1,6,1,17,3,6,9,51,2,1,6,2,1,1,34,6,3,2,2,1,1,1,2,18,1,6,2,2,1,1,6,2,1,3,2,6,3,34,2,1,2,6,18,17,1,2,6,2,1,1,9,1,2,14,7,14,2,1,1,2,1,3,1,2,3,1,2,1,51,2,1,34,9,2,1,2,2,1,18,1,2,9,7,1,6,2,2,2,14,2,2,9,6,1,2,6,2,1,9,3,1,3,18,1,1,2,2,1,3,2,1,2,2,3,1,1,1,2,3,1,1,1,17,2,9,3,1,2,18,2,3,2,9,7,2,17,21,306,1,2,2,18,1,2,14,102,14,2,3,3,2,3,1,1,1,2,1,6,1,1,1,3,2,63,2,42,9,14,1,2,1,119,3,14,2,1,18,2,1,7,2,1,2,6,14,1,9,2,18,7,14,6,2,6,3,1,1,6,14,1,1,1,14,3,2,2,2,2,2,2,6,2,2
446,1,1,1,2,9,2,1,42,1,2,17,2,6,14,1,2,2,3,18,1,3,42,2,3,1,2,1,3,2,2,42,1,1,18,1,1,3,6,2,17,1,6,2,3,1,2,1,3,2,1,1,7,2,6,3,1,1,2,18,2,2,3,1,2,3,7,18,42,3,6,2,6,7,2,2,17,2,2,1,2,3,2,1,18,1,1,2,7,6,7,2,6,14,1,3,1,3,1,3,1,2,1,2,9,1,3,6,2,2,2,2,1,2,6,9,1,306,2,17,2,3,1,14,6,18,2,9,2,6,2,2,2,21,2,2,2,9,7,3,2,3,34,6,51,2,2,1,14,3,3,1,2,51,1,1,9,1,2,14,3,2,6,2,18,3,14,1,2,6,18,2,51,2,3,1,2,1,2,1,6,2,2,1,1,102,1,1,18,2,1,2,3,1,1,34,2,9,1,2,3,1,1,1,2,306,2,1,3,42,2,6,9,2,1,3,9,3,1,21,1,3,1
448,63,1,1,2,1,14,7,2,1,42,1,6,2,2,1,2,14,1,2,1,1,34,42,7,1,2,9,1,6,18,2,3,1,14,7,9,7,2,6,1,3,14,2,1,1,2,9,1,18,21,1,1,6,2,1,1,9,42,2,2,6,1,3,6,1,3,2,2,7,2,2,2,3,2,18,3,6,2,3,6,1,2,9,2,21,9,18,1,2,3,2,2,6,1,1,3,1,3,17,3,2,1,18,1,1,1,34,2,2,6,2,7,102,2,1,21,2,2,3,126,1,3,2,14,2,6,1,2,14,6,126,18,1,2,2,42,17,1,1,2,1,2,34,1,6,2,1,6,1,1,1,18,1,51,1,1,9,14,2,7,2,2,6,2,7,6,1,126,2,2,2,1,2,7,1,2,3,126,9,2,6,2,9,63,2,17,3,2,18,3,6,1,1,3,6,2,17,1,6,1,7,51,1,2,2,18,1,1,2,18,2,1,2,3,1,7,1,3,1,1,7,3
465,2,6,18,63,14,3,18,1,6,1,18,1,1,3,18,3,9,2,1,18,2,17,1,2,6,9,2,2,1,1,1,2,6,1,6,2,2,1,1,18,2,1,9,2,18,9,2,2,1,2,6,6,1,1,2,18,2,1,1,3,1,2,14,7,14,2,1,1,2,1,9,1,2,3,1,2,1,3,2,1,2,3,2,1,2,2,1,6,1,2,3,7,1,6,2,2,2,14,34,2,3,6,1,2,18,2,17,3,3,1,9,6,17,1,2,2,1,9,2,1,2,2,9,1,1,1,2,3,1,1,1,1,2,3,3,1,34,6,2,9,2,3,119,2,1,21,6,1,2,2,6,1,2,238,6,14,2,3,9,2,3,1,1,1,2,1,6,1,1,1,3,2,21,2,42,3,14,1,2,1,7,9,14,2,1,102,2,1,7,2,1,2,18,14,1,3,34,6,7,14,6,34,18,9,1,1,6,14,1,1,1,14,9,2,2,2,2,2,2,6,2,2
468,1,153,3,6,1,6,3,2,357,2,3,2,2,6,3,306,6,17,2,3,7,2,2,1,3,6,1,7,2,2,2,1,9,2,3,1,1,2,2,3,7,34,6,1,21,6,1,7,2,1,21,9,2,2,1,51,1,2,34,18,2,1,1,2,1,1,14,2,1,2,42,34,1,6,14,1,2,42,7,2,1,18,1,2,1,7,2,9,2,1,18,2,2,3,1,1,1,1,7,1,126,3,2,1,3,7,2,18,42,2,6,9,14,2,1,1,2,6,1,2,7,1,6,2,14,2,1,6,2,2,2,2,1,126,6,2,1,9,7,42,1,18,2,1,2,6,9,2,7,1,9,2,1,1,3,1,1,6,6,17,6,2,2,2,1,2,3,2,2,2,6,1,18,1,51,18,1,2,1,2,2,6,1,1,2,63,1,2,2,7,34,1,21,1,14,126,1,9,2,1,3,1,3,6,2,2,21,1,2,14,2,1,6,17,1,1,7,1,1,3,1,1
488,1,1,1,2,3,2,1,126,1,2,1,2,6,14,1,2,2,3,6,1,3,42,2,3,1,2,1,153,34,2,126,1,1,6,1,17,3,6,2,1,1,18,2,9,1,2,1,9,2,1,1,7,2,6,9,1,1,2,6,2,2,9,1,2,9,119,6,126,9,18,2,6,7,2,2,1,2,2,1,2,9,2,17,6,1,1,2,7,6,7,2,306,14,1,9,1,3,1,9,1,2,1,34,3,17,3,6,2,34,2,2,1,2,6,3,1,6,2,1,2,9,1,14,6,6,2,3,2,18,2,2,2,21,2,34,2,3,7,3,2,9,2,18,3,2,2,1,14,9,3,1,2,9,1,1,3,1,2,14,9,2,18,2,6,3,14,1,2,18,6,2,3,2,9,1,2,1,2,1,18,2,2,1,1,6,1,1,102,2,1,2,9,1,1,2,2,3,1,2,3,1,1,1,2,6,2,17,3,42,2,6,3,2,1,3,3,9,1,21,1,9,17
494,1,1,1,2,3,2,1,6,1,2,7,14,18,2,1,2,2,63,6,7,9,18,2,9,1,2,1,3,2,34,6,1,1,102,1,7,9,18,14,1,1,6,14,51,1,2,1,3,14,1,1,1,14,18,21,1,7,2,42,2,34,3,1,2,3,1,6,6,3,6,2,18,1,2,34,1,14,2,1,2,3,2,1,6,1,1,2,1,18,1,2,6,2,1,3,7,9,1,3,1,2,1,2,3,7,9,18,2,2,2,14,1,2,18,3,1,6,14,7,2,3,1,2,306,6,2,51,2,6,2,2,14,9,2,14,2,3,1,153,2,21,2,6,63,2,2,7,2,3,9,17,2,3,1,1,3,1,2,2,3,2,102,14,42,9,2,1,34,42,6,14,9,2,3,1,14,1,2,1,6,2,34,1,1,18,1,1,6,2,1,2,3,1,17,2,34,21,1,2,9,1,1,1,2,6,2,1,9,18,2,18,51,14,7,9,3,3,1,9,17,3,1
496,3,1,1,2,1,2,17,2,7,6,1,6,2,2,1,2,2,1,2,1,7,2,18,1,17,2,3,7,18,6,2,9,1,2,1,3,1,2,18,1,63,2,2,1,7,2,3,7,6,9,7,1,6,2,1,1,3,18,2,2,6,1,9,102,1,3,14,2,1,34,14,2,153,2,42,9,18,14,63,6,1,2,3,2,9,21,6,1,2,9,2,2,6,1,1,3,1,9,7,3,14,1,6,1,1,7,2,2,14,6,2,1,42,2,1,51,2,2,3,6,119,3,2,2,14,6,1,2,2,6,6,6,1,14,2,6,1,1,7,14,1,2,2,1,18,2,1,18,7,1,1,6,1,3,1,1,51,2,34,1,2,2,102,2,1,6,1,6,2,2,2,1,2,1,1,2,51,6,3,2,6,2,3,51,2,7,9,2,6,63,18,1,7,9,42,14,1,1,18,17,1,9,17,2,2,6,7,1,2,42,34,1,2,3,1,1,7,3,1,1,1,3
502,9,17,1,2,1,2,1,14,17,6,1,6,2,14,1,34,2,17,2,1,1,14,6,1,1,2,9,1,6,18,14,3,1,2,1,9,1,2,6,1,3,34,2,1,1,2,9,1,18,3,1,7,6,2,1,17,9,6,34,2,6,1,3,6,1,21,2,14,1,2,2,34,21,2,18,3,6,2,3,6,1,2,9,2,3,9,18,7,2,21,2,2,42,1,1,3,1,3,1,3,2,1,18,1,1,1,2,2,2,6,2,1,6,2,1,3,2,2,3,18,1,3,14,2,2,6,1,2,2,6,18,18,7,2,2,6,1,7,1,2,1,2,2,1,6,2,1,42,1,1,1,18,1,3,1,1,9,2,14,17,2,2,6,2,1,42,1,18,2,2,2,1,2,1,17,2,3,18,9,2,6,2,9,9,2,1,3,2,18,3,102,1,1,3,6,2,1,1,6,1,1,3,1,2,2,18,1,1,14,18,2,1,2,51,1,1,1,3,7,1,1,3
531,2,18,6,3,2,3,6,1,42,1,102,1,1,3,6,9,3,2,1,6,14,1,1,2,6,3,2,14,1,1,1,2,18,1,6,2,2,1,1,102,14,1,3,2,42,3,2,14,1,2,42,18,1,1,2,6,2,1,1,9,1,2,2,1,2,2,7,1,2,1,21,1,2,3,7,34,1,21,14,1,2,9,2,1,2,14,1,18,1,2,9,1,1,6,2,2,2,2,14,2,63,6,1,2,6,14,1,9,21,1,3,18,7,1,2,2,17,3,34,1,14,2,3,1,7,1,2,3,1,1,1,1,2,63,3,1,2,18,14,21,2,153,1,34,1,3,18,1,14,2,18,1,34,2,6,2,2,3,3,2,3,1,1,1,2,1,6,1,1,1,3,34,9,2,6,9,2,1,2,1,1,3,2,2,17,126,2,1,1,14,1,2,42,2,119,63,2,18,1,2,6,2,6,3,17,1,42,2,1,7,1,2,3,2,2,2,14,2,2,6,2,2
539,14,2,2,1,6,7,14,3,2,7,2,1,9,1,2,1,7,18,3,2,18,9,7,126,2,1,2,102,17,1,3,2,2,21,14,34,126,9,1,2,2,21,1,6,2,1,2,6,1,14,2,2,1,9,6,2,2,7,3,1,1,6,2,1,6,34,3,3,42,3,1,9,2,1,1,2,1,1,2,1,6,1,34,3,14,2,1,2,9,2,1,51,1,2,6,2,18,2,6,2,1,2,17,6,34,18,9,1,17,1,1,14,1,9,6,14,3,1,2,7,6,2,1,63,3,1,6,1,21,1,7,1,18,1,17,7,6,2,18,1,6,1,3,18,1,1,2,1,6,18,2,1,6,2,2,6,2,7,1,42,1,3,1,3,126,1,2,7,3,3,1,18,1,42,2,1,2,7,2,3,1,1,2,14,9,2,2,51,1,2,1,6,2,2,1,1,6,2,1,18,14,2,2,1,3,1,34,18,9,1,9,6,1,2,18,42,6,2,18,2,42,34
561,2,6,42,3,2,9,6,1,18,1,6,1,7,9,42,21,3,2,1,6,2,1,1,2,126,21,2,2,1,7,1,14,6,1,18,2,2,1,1,6,2,1,3,2,6,21,2,2,1,2,18,6,1,7,2,42,2,1,1,21,1,2,2,1,2,2,1,1,2,1,3,7,2,9,1,2,1,9,2,1,2,3,2,1,2,2,7,6,7,2,21,1,1,126,2,2,14,2,2,14,3,18,7,14,6,2,7,357,9,1,3,6,1,7,2,2,7,3,2,1,2,14,3,1,1,119,2,9,17,1,1,1,2,51,9,1,14,6,2,3,2,21,1,2,7,153,6,1,34,2,6,1,14,2,126,34,2,9,3,2,63,1,1,1,34,1,126,1,1,17,9,2,3,2,18,3,2,1,34,7,1,3,2,2,7,6,2,7,1,34,7,2,6,2,1,3,2,42,1,2,18,2,6,21,1,7,18,2,1,1,1,2,3,2,14,2,2,14,2,18,2,2
568,51,1,7,34,1,2,1,2,1,6,1,6,14,2,7,14,2,1,2,1,1,2,18,1,7,238,3,1,18,42,2,63,1,2,1,3,1,2,18,1,9,2,2,1,1,14,3,1,102,9,1,1,6,14,1,7,3,18,2,14,6,1,9,6,1,3,2,2,1,2,34,14,9,2,6,9,18,2,9,6,1,2,3,2,153,3,42,1,14,9,14,2,6,7,1,51,7,9,1,21,2,1,42,7,1,1,14,14,2,6,34,1,6,14,1,3,14,2,3,102,1,21,2,2,34,42,1,2,2,6,6,6,1,2,2,6,7,1,1,2,1,14,2,1,126,2,1,18,1,17,1,6,7,3,7,1,3,2,2,1,14,2,6,2,1,6,7,6,2,2,2,1,2,1,1,34,3,6,3,14,6,2,3,3,14,1,9,14,6,9,126,1,1,9,6,2,1,7,18,1,17,9,1,14,2,714,1,1,2,6,2,1,2,3,7,1,1,21,1,1,1,3
576,1,63,51,6,1,6,3,2,3,2,3,2,34,6,3,18,102,1,14,3,1,2,2,17,3,6,7,1,14,2,2,1,63,2,3,1,1,14,2,21,1,2,6,7,3,6,119,1,2,1,3,9,34,2,1,3,1,2,2,18,14,7,1,2,1,1,2,2,1,14,6,2,1,42,2,7,2,102,1,14,119,126,7,14,1,1,2,9,2,1,18,2,2,3,7,1,1,1,1,1,18,21,2,1,3,1,2,18,6,14,6,9,2,2,7,1,2,6,1,2,1,1,6,2,2,2,7,42,2,14,2,34,1,18,6,2,1,9,1,6,1,18,2,1,34,6,153,2,1,7,63,14,1,1,51,1,7,6,6,1,6,14,2,2,1,2,3,2,2,14,6,7,18,1,3,18,1,2,7,2,34,42,1,1,2,9,7,2,2,1,2,7,3,1,2,18,1,9,2,1,3,7,21,6,14,2,3,1,2,2,14,1,6,1,1,1,1,1,1,21,1,7
606,1,3,3,6,1,18,3,2,9,2,21,238,2,18,3,6,6,7,2,357,1,2,2,1,9,6,1,1,2,2,2,1,3,2,9,7,1,2,14,3,1,2,42,1,3,6,1,1,14,1,9,3,14,2,7,3,7,2,14,6,2,1,1,2,1,1,2,2,17,2,6,2,1,18,2,1,14,18,1,2,1,6,1,2,1,1,2,3,2,1,6,2,2,9,1,7,17,1,1,1,6,9,2,1,21,1,2,6,18,2,42,3,2,2,17,1,2,42,7,2,1,1,6,2,2,2,1,18,2,2,2,14,1,6,126,2,1,3,1,6,7,6,2,7,2,18,21,2,1,1,3,2,1,1,9,1,1,18,6,1,18,2,14,14,1,2,9,2,14,2,126,1,6,1,9,42,1,2,1,2,2,6,1,1,2,3,1,2,2,1,2,1,3,1,2,6,7,3,2,1,9,1,3,6,2,2,9,1,2,2,2,1,42,7,1,1,1,1,1,9,1,1
